ISO_code,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty Alleviation (source),Legal Protection (source),Gender-Equitable Births (source),Maternal Survival (source),Attitudes Against Violence (source),Absence of Child Marriage (source),Water Sanitation Access (source),Electricity Access (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty Alleviation (score),Legal Protection (score),Gender-Equitable Births (score),Maternal Survival (score),Attitudes Against Violence (score),Absence of Child Marriage (score),Water Sanitation Access (score),Electricity Access (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy
ARM,Year of 1995,0.9811320754716982,50.02951085430527,6.315789473684211,14.0,0.59375,111.3,50.16581,2.374429223744292,19.1,89.72274957906696,98.9,0.0,0.1814856082201004,TSI,TSI,TSI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,ORI,TSI,Western Asia,Europe & Central Asia,Upper middle income,0.629987058103392,0.4713517515678065,0.0602870813397129,0.8469945355191257,0.5666666666666667,0.3714285714285714,0.9708784145775023,0.9487943626439856,0.7506527415143602,0.888245725450029,0.9889112903225808,0.0,0.1749352317972081,51.50574186393408,76.04385225411049,51.30230618924545,58.571392362174905,True,Armenia
ARM,Year of 2024,0.998236331569665,62.21481102220224,36.44859813084112,0.8,0.84375,108.3,27.18972,1.0664479081214109,5.3,95.95594896892923,100.0,135.2539805,0.4912759959697723,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Western Asia,Europe & Central Asia,Upper middle income,0.6441068476438211,0.6002625887540829,0.3479184367034834,0.9912568306010928,0.8333333333333334,0.5428571428571429,0.9845102068920746,0.9796460709071492,0.9308093994778068,0.9560252041441116,1.0,0.4234278547157167,0.487204798498812,68.33756074071627,85.94557050335435,71.66644643396602,74.9433232670533,True,Armenia
ATG,Year of 1995,1.0992927652220703,78.57261891382305,11.11111111111111,1.2545454545454546,0.5833333333333333,102.8,51.29847,16.58947397796205,22.3,97.67759920545598,96.643798828125,1.862517551,0.795956037652034,TSI,TSI,TSI,AVG_INC,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,ORI,TSI,AVG_INC,Caribbean,Latin America & Caribbean,High income,0.7275302696684679,0.7733152571977076,0.106060606060606,0.9862891207153502,0.5555555555555555,0.8571428571428572,0.9702064035485144,0.6135002659572186,0.7088772845953002,0.9747463372615784,0.9661673268964214,0.0058308214521664,0.7943231222462448,62.97501618395375,78.74317028109725,68.52669019641027,69.78257322195702,True,Antigua and Barbuda
ATG,Year of 2024,1.0992927652220703,82.34300397925105,22.857142857142858,0.3454545454545454,0.6458333333333333,103.2,21.24795,14.528389522511397,20.15714285714285,97.7209201564322,100.0,197.3825359,0.9026253647529162,TSI,TSI,ORI,AVG_INC,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,AVG_INC,Caribbean,Latin America & Caribbean,High income,0.7275302696684679,0.8132029488098906,0.2181818181818182,0.9962245404868356,0.6222222222222221,0.834285714285714,0.9880354792347992,0.6621156212117574,0.7368519209250279,0.9752174069787568,1.0,0.6179283110598355,0.9018460986565398,67.5472359873847,80.53221839143247,87.37479541737831,78.04069690597255,True,Antigua and Barbuda
AUS,Year of 1995,0.9734361610968294,58.67277997843711,20.535714285714285,0.7,0.8125,105.5,6.69383,2.78770550393138,0.1588235294117647,99.89886371025224,100.0,12.45348067,0.985922873020172,TSI,ORI,TSI,TSI,ORI,ORI,TSI,TSI,AVG_EUR,TSI,ORI,ORI,TSI,Australia and New Zealand,East Asia & Pacific,High income,0.623633979040969,0.5627907020627313,0.1960227272727272,0.9923497267759562,0.8,0.7028571428571426,0.996670488114089,0.9390463034965612,0.9979265857779144,0.9989002493635444,1.0,0.0389870271052151,0.9858102171138168,63.49594270304767,90.91251300614267,75.59243733956441,75.8489073523898,True,Australia
AUS,Year of 2024,1.013302034428795,76.4964484906968,44.24778761061947,0.5,0.96875,105.6,2.94151,2.2905027932960893,0.1588235294117647,99.9900113592986,100.0,107.0312028,1.0,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_EUR,TSI,TSI,TSI,TSI,Australia and New Zealand,East Asia & Pacific,High income,0.6565437845343327,0.7513510163748423,0.4223652453740949,0.994535519125683,0.9666666666666668,0.6971428571428573,0.9988967523277916,0.9507739580073364,0.9979265857779144,0.9998913840521924,1.0,0.3350732630693024,1.0,75.82924464151239,91.11850383139748,83.37411617803737,83.2066782004202,True,Australia
AUT,Year of 1995,0.9267886855241264,59.93531295944556,25.101214574898787,0.0,0.6875,105.1,6.36031,2.294436459330325,0.1,99.99998599860992,100.0,4.825981063,0.9656330943107604,TSI,ORI,TSI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,ORI,ORI,TSI,Western Europe,Europe & Central Asia,High income,0.585125871239825,0.5761473023363849,0.2396025027603975,1.0,0.6666666666666666,0.7257142857142859,0.9968683666640406,0.9506811735650486,0.9986945169712794,0.9999998477496288,1.0,0.0151082785205331,0.9653580641206804,61.35084686006548,91.79895857286635,74.51165475977106,74.86764542549898,True,Austria
AUT,Year of 2024,0.9545816733067728,74.54090461157553,42.79835390946502,0.5,0.96875,105.5,5.22839,1.4977441504239244,0.1,99.98148575958773,100.0,123.4348071,1.0,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Western Europe,Europe & Central Asia,High income,0.6080693500992965,0.7306629089717785,0.4085297418630752,0.994535519125683,0.9666666666666668,0.7028571428571426,0.9975399386485126,0.9694729700504452,0.9986945169712794,0.9997986771343136,1.0,0.3864265981258963,1.0,74.16928373453,91.7141142131845,84.65563188150524,83.19656051581129,True,Austria
AZE,Year of 1995,0.907321594068582,75.65970417001179,12.0,6.2,0.65625,110.1,55.52084,4.590818363273453,12.2,65.95262258811567,97.0,0.076052086,0.142592504620552,TSI,TSI,TSI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,ORI,TSI,Western Asia,Europe & Central Asia,Upper middle income,0.5690555298731956,0.7424989233279639,0.1145454545454545,0.93224043715847,0.6333333333333333,0.4400000000000001,0.9677012570716648,0.8965157938955971,0.8407310704960835,0.6297706286066383,0.969758064516129,0.0002380896407084,0.1357308759198866,59.83347356476833,78.62370303658363,43.38744146708406,58.87811765875784,True,Azerbaijan
AZE,Year of 2024,0.9838709677419356,75.51516997235542,18.103448275862068,0.0,0.84375,111.3,40.76367,4.590818363273453,11.0,96.6283713906681,100.0,106.8548072,0.3884376287460327,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Western Asia,Europe & Central Asia,Upper middle income,0.6322480498827571,0.740969865843519,0.1728056426332288,1.0,0.8333333333333334,0.3714285714285714,0.9764567362063143,0.8965157938955971,0.856396866840731,0.9633370897997826,1.0,0.3345210367302832,0.3835434402283709,67.58713783385677,77.51994920928034,67.03503916896092,70.55478413573562,True,Azerbaijan
BDI,Year of 1995,0.6724137931034483,82.79681353463506,5.982905982905983,71.8,0.625,102.3,873.64978,17.800839192375214,20.4,47.01270665930354,3.9,0.0095065,0.0592800267040729,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,ORI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.3751360345127971,0.8180038949418382,0.0571095571095571,0.2153005464480875,0.6,0.8857142857142857,0.4823025753716472,0.5849274677460896,0.7336814621409922,0.423818989990278,0.0312499999999999,2.9761171434469985e-05,0.0517516680148362,41.3110006602456,67.16564477432536,12.671260479413718,32.76002621258614,True,Burundi
BDI,Year of 2024,0.6445086705202312,90.01965422000836,38.888888888888886,62.1,0.65625,102.5,494.42978,17.515475716662582,19.0,51.21828062154487,10.3,57.96130144,0.0654888525605201,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Eastern Africa,Sub-Saharan Africa,Low income,0.3520999868929452,0.894415836115649,0.3712121212121212,0.321311475409836,0.6333333333333333,0.8742857142857141,0.707295090700931,0.5916584130558519,0.7519582245430809,0.4695501776101918,0.095766129032258,0.1814543973829308,0.0580101816310984,51.447455059277694,73.12993606463945,20.119522141411977,42.30180678561009,True,Burundi
BEL,Year of 1995,0.9514991181657848,50.45825089701303,15.384615384615383,0.3,0.625,105.1,8.26524,2.294436459330325,0.1,99.65470208572754,100.0,2.330395105,0.9718456864356996,TSI,ORI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,ORI,ORI,TSI,Western Europe,Europe & Central Asia,High income,0.6055246600766364,0.4758874820856601,0.1468531468531468,0.99672131147541,0.6,0.7257142857142859,0.9957381652183726,0.9506811735650486,0.9986945169712794,0.9962452488425756,1.0,0.0072955649534481,0.9716203741459872,56.49973200981706,91.77070353672468,74.37902969855028,72.78920663908633,True,Belgium
BEL,Year of 2024,0.9911504424778762,71.54490364180367,43.0622009569378,0.0,1.0,104.9,4.75586,1.4977441504239244,0.1,99.65576542637088,100.0,101.8707731,0.9865114688873292,TSI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Europe,Europe & Central Asia,High income,0.6382573525175891,0.6989675885526967,0.411048281861679,1.0,1.0,0.7371428571428567,0.9978202923040912,0.9694729700504452,0.9986945169712794,0.9962568115521848,1.0,0.3189179553348859,0.9864035233740098,74.9654644586393,92.5782659117168,82.539457256527,83.0508271525529,True,Belgium
BEN,Year of 1995,0.42296918767507,84.77152760995499,7.228915662650603,53.1,0.3958333333333333,105.0,469.30762,22.0010891525055,38.8,26.140132727112324,14.5,0.017365389,0.0980735421180725,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,ORI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.1692162148801384,0.8388948078570306,0.0690032858707557,0.419672131147541,0.3555555555555555,0.7314285714285713,0.7222001536430351,0.4858550384579124,0.4934725848563969,0.1968517310207437,0.1381048387096774,5.436431063538203e-05,0.0908556387259948,37.04683990622043,60.82390870964789,10.646664319176285,28.84117956891376,True,Benin
BEN,Year of 2024,0.446519298979494,86.04062539682405,26.605504587155963,12.7,0.8333333333333333,104.2,522.60474,19.427385601185183,27.5,35.289535182021,56.5,108.9652901,0.1749831587076187,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Lower middle income,0.1886571431127131,0.8523208585839187,0.2539616346955796,0.8612021857923498,0.8222222222222222,0.7771428571428568,0.6905787911394575,0.5465616786620118,0.6409921671018277,0.2963418467652635,0.561491935483871,0.3411281417001899,0.1683807447244765,59.56728088813566,66.38188735115385,34.18356671684502,51.32058312418647,True,Benin
BFA,Year of 1995,0.4521276595744681,63.88071046959817,8.8339222614841,54.7,0.7083333333333333,104.1,505.58867,24.712254570074474,62.3,25.820831284424408,6.62533283233643,0.0,0.1081371009349823,TSI,TSI,TSI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,ORI,ORI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.1932869189307497,0.6178864871786572,0.0843238034050755,0.4021857923497267,0.6888888888888888,0.782857142857143,0.7006744833242557,0.4219060481191751,0.1866840731070496,0.1933796641128803,0.0587231132291978,0.0,0.1009997338157749,39.73143781506196,52.30304368519059,8.82756277894633,26.37347477800062,True,Burkina Faso
BFA,Year of 2024,0.5169662932221925,74.95430162053073,16.901408450704224,25.3,0.8333333333333333,104.2,263.7554,24.712254570074474,38.2,32.92378915561749,19.5,111.6631328,0.1701145023107528,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Western Africa,Sub-Saharan Africa,Low income,0.2468120682240705,0.735036322328892,0.1613316261203585,0.7234972677595628,0.8222222222222222,0.7771428571428568,0.8441549846364381,0.4219060481191751,0.5013054830287206,0.27061685028063,0.188508064516129,0.3495740428307777,0.163473125625924,53.77799013310212,63.612734323179765,24.30430208133652,43.64594774893224,True,Burkina Faso
BGD,Year of 1995,0.756,31.28174009709788,9.090909090909092,33.3,0.3125,103.9,441.18397,1.4166666666666663,68.5,47.71408153759404,18.3380451202393,0.002122361,0.2601169645786285,TSI,TSI,TSI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,ORI,ORI,TSI,Southern Asia,South Asia,Lower middle income,0.4441375533805124,0.2730151664703625,0.0867768595041322,0.6360655737704919,0.2666666666666666,0.7942857142857138,0.7388860108070571,0.9713853665393808,0.1057441253263706,0.4314457031188478,0.1767948096798316,6.644290702869947e-06,0.2541958562394298,34.13323639584331,65.25753042396306,21.561075333220305,36.34903118211848,True,Bangladesh
BGD,Year of 2024,0.8489795918367348,40.31954650541221,20.857142857142858,5.0,0.375,104.9,123.02825,1.4166666666666663,51.4,72.0998090693868,99.4,105.2642491,0.3057584464550018,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Southern Asia,South Asia,Lower middle income,0.5208934357041974,0.368628009352375,0.1990909090909091,0.9453551912568308,0.3333333333333333,0.7371428571428567,0.9276488811968026,0.9713853665393808,0.3289817232375979,0.6966148075067254,0.993951612903226,0.3295416150408513,0.3002025960633619,47.346017574752906,74.12897070291595,58.00776578785411,58.82823985937056,True,Bangladesh
BGR,Year of 1995,0.9734774066797642,54.48069413021585,13.333333333333334,5.8,0.6875,105.3,21.93408,5.181347150259067,9.32,90.44245821777244,100.0,0.246768535,0.554513156414032,TSI,TSI,TSI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,ORI,ORI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6236680278149803,0.5184417497345252,0.1272727272727273,0.9366120218579236,0.6666666666666666,0.7142857142857143,0.9876283959729912,0.8825868320369913,0.8783289817232376,0.8960717989143921,1.0,0.0007725367564054,0.5509480309303021,57.453223866936455,86.57074810047337,61.194809165027486,67.26668922628403,True,Bulgaria
BGR,Year of 2024,1.017683465959328,77.06156149725378,25.416666666666668,0.7,0.90625,106.0,7.08603,5.181347150259067,7.8199999999999985,90.34806395217812,100.0,117.4346239,0.843245804309845,TSI,ORI,ORI,TSI,ORI,ORI,TSI,TSI,AVG_REG,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,High income,0.6601607141887174,0.7573294649790087,0.2426136363636364,0.9923497267759562,0.9,0.6742857142857142,0.9964377945206284,0.8825868320369913,0.897911227154047,0.8950453606900509,1.0,0.3676423472603383,0.84199133768354,71.04907084614636,86.28053919993452,77.61697614084822,78.0685280165954,True,Bulgaria
BHR,Year of 1995,0.8078212290502794,39.50080351696259,6.25,1.2545454545454546,0.1979166666666666,103.9,24.32399,8.549156893182353,16.37777777777778,99.9420386928663,100.0,4.5029318,0.4877767264842987,TSI,TSI,TSI,AVG_INC,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,ORI,ORI,TSI,Middle East,Middle East & North Africa,High income,0.4869166630784374,0.3599663561614672,0.0596590909090909,0.9862891207153502,0.1444444444444444,0.7942857142857138,0.9862104542444152,0.8031493947942202,0.7861908906295328,0.9993697318285152,1.0,0.014096936333827,0.4836775251901128,40.74551350617581,84.24591134884705,62.42860483381138,59.84172249576063,True,Bahrain
BHR,Year of 2024,1.1382878645343366,48.05249036850921,22.5,0.3454545454545454,0.6041666666666666,103.8,15.89788,6.974895348365124,13.866666666666667,99.97356667692436,100.0,145.4432145,0.7540674209594727,TSI,TSI,ORI,AVG_INC,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,TSI,Middle East,Middle East & North Africa,High income,0.7597212396962604,0.4504364386541506,0.2147727272727272,0.9962245404868356,0.5777777777777777,0.8,0.9912096939557732,0.8402819266817185,0.8189730200174065,0.999712565450556,1.0,0.455326402010718,0.7520992808955391,59.97865447775504,86.26161601637246,80.17845620892032,74.58027828894876,True,Bahrain
BHS,Year of 1995,1.0426716141001855,80.06187029180464,10.76923076923077,1.2545454545454546,0.59375,102.5,60.84164,16.58947397796205,22.3,91.1142378683813,100.0,1.36870147,0.795956037652034,TSI,TSI,TSI,AVG_INC,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,ORI,ORI,AVG_INC,Caribbean,Latin America & Caribbean,High income,0.6807887608417327,0.7890703587767568,0.1027972027972028,0.9862891207153502,0.5666666666666667,0.8742857142857141,0.9645444083412074,0.6135002659572186,0.7088772845953002,0.9033766951109772,1.0,0.0042848744639226,0.7943231222462448,62.51224219595418,79.030191829486,67.54961729552862,69.36286159100767,True,The Bahamas
BHS,Year of 2024,1.0273738237810095,92.10225679971742,20.0,0.3454545454545454,0.71875,102.8,77.05063,14.528389522511397,20.15714285714285,96.2361871257311,100.0,98.53872346,0.9026253647529162,TSI,TSI,ORI,AVG_INC,ORI,ORI,TSI,AVG_REG,AVG_REG,TSI,TSI,TSI,AVG_INC,Caribbean,Latin America & Caribbean,High income,0.6681602326845765,0.9164481240673154,0.1909090909090909,0.9962245404868356,0.7,0.8571428571428572,0.9549275594644414,0.6621156212117574,0.7368519209250279,0.9590724989585712,1.0,0.3084865977832945,0.9018460986565398,69.43483976295637,80.2759489686021,79.23512988496014,76.15414618606246,True,The Bahamas
BIH,Year of 1995,0.754601226993865,32.511655315359306,0.0,0.3,0.5625,107.0,15.60343,9.899184185897726,3.5,95.80156044513396,100.0,0.0,0.4772136211395263,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,ORI,ORI,TSI,Southern Europe,Europe & Central Asia,Upper middle income,0.4429828477710818,0.2860266966148502,0.0,0.99672131147541,0.5333333333333333,0.617142857142857,0.9913843921418888,0.7713059367228572,0.954308093994778,0.9543463915464891,1.0,0.0,0.4730298858201628,45.1812837838935,83.35353200005953,60.684406934166304,61.13922021721252,True,Bosnia and Herzegovina
BIH,Year of 2024,0.8850771869639794,51.59206286487934,17.54385964912281,0.1,0.875,106.7,5.6684,5.523562786176682,3.5,95.61883620318274,100.0,117.8877485,0.7036654353141785,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Europe,Europe & Central Asia,Upper middle income,0.5506924777199976,0.4878823158587776,0.1674641148325359,0.9989071038251366,0.8666666666666667,0.6342857142857139,0.9972788792195004,0.8745148994823619,0.954308093994778,0.9523594578564858,1.0,0.3690609049736687,0.7012939401208135,61.43225357806229,86.50968967455886,75.5678575737742,73.77900099436276,True,Bosnia and Herzegovina
BLR,Year of 1995,0.9744493392070486,76.54781712033218,0.0,13.6,0.65625,106.7,24.31824,4.4473512099411385,4.7,94.14369475277856,100.0,0.056367534,0.5807223320007324,TSI,TSI,TSI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,ORI,ORI,TSI,Eastern Europe,Europe & Central Asia,Upper middle income,0.6244703709659569,0.7518944558437242,0.0,0.8513661202185793,0.6333333333333333,0.6342857142857139,0.9862138657389647,0.8998997923572627,0.9386422976501304,0.9363188481703842,1.0,0.0001764649284923,0.5773669523291112,57.22128560723188,86.4760417508018,62.84655663569969,67.75036413449536,True,Belarus
BLR,Year of 2024,1.001648804616653,81.14125945679031,35.714285714285715,0.0,0.71875,105.9,1.10192,4.4473512099411385,4.7,99.43333130332095,100.0,123.4472552,0.8133817315101624,TSI,TSI,ORI,TSI,ORI,ORI,TSI,TSI,TSI,TSI,TSI,TSI,TSI,Eastern Europe,Europe & Central Asia,Upper middle income,0.6469238892596553,0.8004894423439131,0.3409090909090909,1.0,0.7,0.6799999999999995,0.9999881873293068,0.8998997923572627,0.9386422976501304,0.9938380747268204,1.0,0.3864655683082066,0.8118882697967542,69.76644845025316,87.9632569334175,79.80479782079453,78.82409128008045,True,Belarus
