ISO_code,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion
AFG,2014,,22.79818500858742,27.635327635327634,,0.22916666666666666,105.6,785.35402,,,47.99392197487637,89.5,56.26314295,0.03812425583600998
AFG,2015,0.21798614122447316,,27.635327635327634,,0.22916666666666666,105.6,775.69274,,34.8,50.06286444559796,71.5,58.39109599,
AFG,2016,,,27.444794952681388,,0.22916666666666666,105.5,749.8157,,,52.14832698995505,97.7,62.37109623,
AFG,2017,,20.883585452664196,28.391167192429023,,0.22916666666666666,105.4,681.80756,,,54.25293020801672,97.7,67.13641492,0.06638309359550476
AFG,2018,,,27.444794952681388,,0.22916666666666666,105.3,663.4275,,,56.37725725797001,93.4,59.90264778,
AFG,2019,,,26.498422712933753,,0.22916666666666666,105.3,644.27255,,,58.5212645213054,97.7,59.78387904,
AFG,2020,,14.768925809865264,27.21518987341772,,0.22916666666666666,105.2,620.40751,,,60.59317490929243,97.7,58.1902139,
AFG,2021,0.6794117647058824,25.04890412595526,27.21518987341772,,0.22916666666666666,105.2,,,,62.67877101539828,97.7,56.55443457,0.046972569078207016
AFG,2022,0.3000787172160685,,27.21518987341772,,0.22916666666666666,105.2,,,,64.60567313182995,85.3,,
AFG,2023,,,0.0,,0.125,105.1,,,28.7,,,,
AFG,2024,,,0.0,,0.125,105.1,,,,,,,
AUS,1995,,58.67277997843711,,,0.8125,105.5,,,,,100.0,12.45348067,
AUS,1996,,58.89511421666647,,,0.8125,105.6,,,,,100.0,21.90881813,
AUS,1997,,59.17310948917536,20.535714285714285,,0.8125,105.4,,,,,100.0,24.86658247,
AUS,1998,,59.64958043688936,20.535714285714285,,0.84375,105.3,,,,,100.0,26.4384907,
AUS,1999,,59.94652960995797,25.892857142857142,,0.84375,105.1,,,,,100.0,33.58883185,
AUS,2000,,61.40179345489624,24.663677130044842,,0.84375,105.3,6.69383,,,99.89886371025224,100.0,45.02059448,
AUS,2001,,61.91796180269706,25.0,0.7,0.84375,105.3,5.97206,,,99.89885074864662,100.0,57.83415055,
AUS,2002,,62.5111035666512,26.548672566371682,,0.84375,105.3,5.56837,,,99.89949788322329,100.0,65.05494704,
AUS,2003,,63.43231159079933,26.548672566371682,1.0,0.84375,105.6,5.51475,,,99.90714631302278,100.0,72.83111188,
AUS,2004,0.9734361610968294,63.378975860588916,26.548672566371682,0.7,0.84375,105.6,5.11737,,,99.9147351699758,100.0,82.70993065,
AUS,2005,0.9760479041916168,65.1693179057717,28.31858407079646,,0.84375,105.6,4.59569,2.7877055039313796,,99.9222648567628,100.0,91.31591136,
AUS,2006,0.9855072463768116,66.10161046115971,28.31858407079646,,0.84375,105.7,4.56596,,,99.92973509420159,100.0,96.54551735,
AUS,2007,0.986429177268872,66.7823264668718,28.31858407079646,,0.84375,105.6,5.1069,,,99.9371574626056,100.0,102.0602734,
AUS,2008,0.9949874686716792,67.54628473828515,29.646017699115045,0.4,0.84375,105.6,4.88985,,,99.94452067712396,100.0,104.1045379,
AUS,2009,0.9966694421315571,67.72013423417043,29.646017699115045,,0.84375,105.6,5.38075,,,99.95182403964137,100.0,102.4888541,
AUS,2010,1.0008312551953449,67.77195067714823,30.088495575221238,0.3,0.84375,105.5,5.45191,,,99.95858296660288,100.0,102.1836974,
AUS,2011,1.005794701986755,68.27024825683526,28.31858407079646,,0.84375,105.6,5.93745,,,99.96182658377074,100.0,106.4049909,0.9859228730201721
AUS,2012,1.0024429967426711,68.3307045226601,29.20353982300885,,0.90625,105.7,5.85933,2.2479564032697548,,99.9650670463609,100.0,107.0777947,
AUS,2013,1.0033333333333332,68.3101859107023,29.20353982300885,,0.90625,105.9,5.99352,,,99.96831147839703,100.0,107.910329,
AUS,2014,0.9942622950819673,68.08330513437458,31.11111111111111,0.5,0.9375,105.5,5.3902,,,99.9857680945122,100.0,106.7765212,0.9903623461723328
AUS,2015,0.99836867862969,68.78833594493142,30.530973451327434,,0.9375,105.7,5.24403,,,99.9889150745215,100.0,108.1853261,
AUS,2016,1.0008097165991903,69.46330266733543,30.530973451327434,0.5,0.96875,105.8,5.17583,,,99.98923767780101,100.0,109.7343698,
AUS,2017,1.0048820179007323,70.40284414841965,32.743362831858406,,0.96875,106.0,4.77144,,,99.98956195000386,100.0,108.4165835,0.9919509291648865
AUS,2018,1.0104923325262307,71.46668077951085,32.743362831858406,0.5,0.96875,105.9,4.42425,2.2905027932960893,,99.98988141499466,100.0,110.6519296,
AUS,2019,1.0071884984025559,72.28342596546668,33.1858407079646,,0.96875,105.8,5.08551,,,99.99005194074545,100.0,110.29622,
AUS,2020,1.0135350318471337,71.12240646672802,36.283185840707965,,0.96875,105.8,2.94151,,,99.9900398245368,100.0,105.231579,
AUS,2021,1.0102201257861634,73.6122965710354,37.88546255506608,,0.96875,105.7,,,,99.99002564162515,100.0,104.5172138,1.0
AUS,2022,1.013302034428795,75.65645659271316,38.49557522123894,,0.96875,105.6,,,,99.99001135929859,100.0,107.0312028,
AUS,2023,,76.33307592215333,44.49339207048458,,0.96875,105.6,,,,,,,
AUS,2024,,76.4964484906968,44.24778761061947,,0.96875,105.6,,,,,,,
BGD,1995,,,,,0.3125,103.9,,,,,18.3380451202393,0.002122361,
BGD,1996,,,,,0.3125,103.6,,,,,21.1443862915039,0.003336757,
BGD,1997,,,9.090909090909092,,0.3125,103.7,,,68.5,,22.4,0.021304625,
BGD,1998,,,9.090909090909092,,0.3125,103.9,,,,,26.7461929321289,0.060313402,
BGD,1999,,,9.090909090909092,,0.3125,104.0,,,,,29.5402145385742,0.117549767,
BGD,2000,,,9.090909090909092,33.3,0.3125,104.0,441.18397,,65.3,47.71408153759404,32.0,0.215955426,
BGD,2001,0.756,,9.090909090909092,,0.3125,104.1,436.92265,,,48.815216708844616,35.0,0.394925259,
BGD,2002,,,0.0,,0.3125,104.1,413.68114,,,49.936495075317325,37.8,0.80140256,
BGD,2003,,,2.0,,0.3125,103.9,403.53749,,,51.051696974950104,40.5,0.999976513,
BGD,2004,,,2.0,,0.3125,103.8,371.69461,,68.7,52.160420877636604,40.6,2.004154126,
BGD,2005,,,2.0,24.0,0.3125,103.7,375.86404,,,53.320889102667685,44.2,6.386938172,
BGD,2006,,31.28174009709788,14.782608695652174,,0.3125,103.8,352.53011,,,54.480596695245694,50.5,13.41312473,
BGD,2007,,,15.072463768115941,,0.3125,103.8,376.9746,,66.2,55.63854628691494,46.5,23.84554569,
BGD,2008,,,,,0.375,103.7,367.95357,,,56.79375707906945,54.3,30.69701239,
BGD,2009,,,6.333333333333333,,0.375,103.6,337.88372,,,57.94527931828662,57.1,35.00813289,
BGD,2010,,36.99230245606825,18.55072463768116,18.2,0.375,103.6,300.81276,,,59.09248347702517,55.3,45.77354649,
BGD,2011,0.7321131447587356,,18.55072463768116,,0.375,103.7,301.2922,,64.9,60.23428429228361,59.6,56.1667898,0.26011696457862854
BGD,2012,0.7467105263157895,,19.714285714285715,,0.375,104.2,236.69737,,,61.369465031703356,65.5,63.89610407,
BGD,2013,0.76,32.28651280418695,19.714285714285715,,0.375,104.5,218.67691,,,62.497069921391535,61.5,75.66900657,
BGD,2014,0.793103448275862,,20.0,,0.375,104.8,219.02825,,58.6,63.61669858448704,62.4,81.34459807,0.2521963119506836
BGD,2015,0.8042168674698795,,20.0,,0.375,104.9,211.62269,,,64.72751997756279,74.0,83.23875309,
BGD,2016,0.8023598820058997,38.81325351048268,20.0,13.5,0.375,105.0,196.14535,,,65.82906478352726,75.9,85.10324101,
BGD,2017,0.8162083936324167,40.39339502518325,20.285714285714285,,0.375,105.1,183.39702,,,66.92069687356829,88.0,93.29458051,0.3191301226615906
BGD,2018,0.8285714285714285,,20.285714285714285,,0.375,105.1,172.13547,1.4166666666666665,58.9,68.00189321692618,86.9,98.83168698,
BGD,2019,0.8375350140056024,,20.571428571428573,,0.375,105.1,157.16106,,51.4,69.07215584214899,92.2,100.0336994,
BGD,2020,0.8359173126614986,,20.916905444126076,,0.375,105.0,123.02825,,,70.13099948198581,96.2,105.2911628,
BGD,2021,0.8489795918367348,,20.857142857142858,,0.375,105.0,,,,71.16843500092571,99.0,108.9094426,0.30575844645500183
BGD,2022,,41.62207116282466,20.857142857142858,5.0,0.375,105.0,,,,72.0998090693868,99.4,105.2642491,
BGD,2023,,40.31954650541221,20.857142857142858,,0.375,104.9,,,,,,,
BGD,2024,,,20.857142857142858,,0.375,104.9,,,,,,,
BTN,1995,,,,,0.5,104.8,,,,,,0.0,
BTN,1996,,,,,0.5,104.9,,,,,,0.0,
BTN,1997,,,2.0,,0.5,104.9,,,,,,0.0,
BTN,1998,,,2.0,,0.5,104.9,,,,,,0.0,
BTN,1999,,,2.0,,0.5,104.9,,,,,,0.0,
BTN,2000,,,2.0,,0.5,104.9,304.68151,,,58.60563992139818,31.2,0.0,
BTN,2001,,,9.333333333333334,,0.5,104.9,257.04143,,,59.20850180716977,40.2,0.0,
BTN,2002,,,9.333333333333334,,0.5,104.8,255.70934,,,60.85826304111736,44.1,0.0,
BTN,2003,,,9.333333333333334,13.4,0.5,104.9,222.10491,,,62.479869081392856,41.1,0.35532683,
BTN,2004,,,9.333333333333334,,0.5,104.8,196.5206,,,64.07218184863025,51.9,2.94434846,
BTN,2005,,,8.666666666666666,,0.5,104.8,185.80011,,,65.62394016260083,59.8,5.427220223,
BTN,2006,,,9.333333333333334,,0.5,104.8,183.099,,,67.0636784416664,59.7,12.19112973,
BTN,2007,,,2.6666666666666665,5.9,0.5,104.8,153.12663,,,68.48126950559492,71.8,21.92428559,
BTN,2008,,,4.705882352941177,,0.625,104.8,140.67139,,,69.87621142174613,67.6,36.74284546,
BTN,2009,,76.17305382999218,13.88888888888889,,0.625,104.8,129.43666,,,71.26204225348044,71.5,48.58086395,
BTN,2010,,79.02470317181071,13.88888888888889,,0.625,104.8,116.56594,,25.8,72.6249457446857,73.3,55.89044047,
BTN,2011,,73.7813162951164,13.88888888888889,,0.65625,104.8,94.31241,,,73.96458227080339,81.8,67.8772798,
BTN,2012,0.4966442953020134,78.96836959835908,13.88888888888889,1.7,0.65625,104.9,91.54671,,,75.27902404064187,91.5,77.77759289,
BTN,2013,,,13.88888888888889,,0.65625,104.8,84.17813,,,76.56841539051541,87.4,74.68047217,
BTN,2014,,67.46837675076418,8.333333333333334,,0.65625,104.9,78.32205,,,77.83309659007583,91.4,84.81429524,0.27681878209114075
BTN,2015,,69.3412143128322,8.333333333333334,,0.65625,104.9,73.66837,,,79.07352108770445,95.4,90.91492505,
BTN,2016,,,8.333333333333334,,0.65625,104.9,66.35082,,,80.2358013989834,99.3,93.14595832,
BTN,2017,0.6813417190775682,,8.333333333333334,0.9,0.65625,104.9,68.39584,,,81.30513083916081,97.7,96.62766062,
BTN,2018,,68.91703853274907,8.333333333333334,,0.65625,104.9,57.31804,,,82.23505988853213,100.0,92.31829061,
BTN,2019,,75.43711177234488,15.277777777777779,,0.65625,104.8,61.60915,,,83.14832212483194,100.0,95.0199294,
BTN,2020,,76.89241647584657,15.277777777777779,,0.65625,104.8,59.94776,,,84.04530492636505,100.0,96.4571149,
BTN,2021,,78.54922181839687,15.277777777777779,,0.65625,104.8,,,,84.9376429874182,100.0,100.0671395,
BTN,2022,,62.327466894869126,15.714285714285714,0.0,0.65625,104.8,,,,84.93322702012864,100.0,94.89274144,
BTN,2023,,68.37735200078211,16.901408450704224,,0.65625,104.8,,,,,,,
BTN,2024,,,15.492957746478874,,0.65625,104.8,,,,,,,
BRN,1995,,,,,0.32291666666666663,107.2,,,,,100.0,11.99644263,
BRN,1996,,,,,0.32291666666666663,107.3,,,,,100.0,14.21442475,
BRN,1997,,,,,0.32291666666666663,107.3,,,,,100.0,14.36712801,
BRN,1998,,,,,0.32291666666666663,107.2,,,,,100.0,15.34552338,
BRN,1999,,,,,0.32291666666666663,107.2,,,,,100.0,20.18070908,
BRN,2000,,,,,0.32291666666666663,107.0,49.54607,,,81.68595255585589,100.0,28.44941694,
BRN,2001,,,,,0.32291666666666663,106.9,50.40719,,,82.50109827472153,100.0,41.96767112,
BRN,2002,,,,,0.35416666666666663,106.7,51.25621,,,83.31624399358716,100.0,44.21967231,
BRN,2003,,,,,0.35416666666666663,106.7,46.10778,,,84.13138971245255,100.0,50.09673912,
BRN,2004,,,,,0.35416666666666663,106.7,46.14496,,,84.94653543131818,100.0,56.16529944,
BRN,2005,,,,,0.35416666666666663,106.8,45.98728,,,85.7616817912411,100.0,63.5094637,
BRN,2006,,,,,0.35416666666666663,106.9,46.3565,,,86.57682815113873,100.0,80.84590459,
BRN,2007,,,,,0.35416666666666663,107.1,47.83616,,,87.39197451101181,100.0,96.67060948,
BRN,2008,,,,,0.35416666666666663,107.2,48.44582,,,88.20712087085994,100.0,103.7155978,
BRN,2009,,,,,0.35416666666666663,107.4,41.97332,,,89.02226723068317,100.0,105.7828245,
BRN,2010,,,,,0.35416666666666663,107.4,41.82923,,,89.83741359048122,100.0,109.8603214,
BRN,2011,0.9634664401019541,,,,0.41666666666666663,107.5,42.34695,,,90.65255995025463,100.0,110.3746893,
BRN,2012,,,,,0.41666666666666663,107.7,42.67065,,,91.46770631000314,100.0,115.5191155,
BRN,2013,,,,,0.41666666666666663,107.9,43.42104,,,92.28285266972651,100.0,113.8721697,
BRN,2014,,68.3564250238159,,,0.41666666666666663,108.1,43.86258,,,93.09799902942521,100.0,108.4957375,
BRN,2015,,,,,0.41666666666666663,108.3,44.79335,,,93.91314538909904,100.0,109.9533264,
BRN,2016,,,,,0.41666666666666663,108.4,44.9373,,,94.7282917487477,100.0,122.8780218,
BRN,2017,,64.69321050649759,9.090909090909092,,0.41666666666666663,108.5,45.47455,,,95.54343810837173,100.0,126.6006005,
BRN,2018,,65.09041493897702,9.090909090909092,,0.41666666666666663,108.4,44.92879,,,96.35858446797093,100.0,130.3207192,
BRN,2019,,63.12975121593881,9.090909090909092,,0.41666666666666663,108.2,44.99773,,,97.17373082754517,100.0,131.2182683,
BRN,2020,,63.155456127659214,9.090909090909092,,0.41666666666666663,108.0,44.23606,,,97.9888771870942,100.0,121.4758051,
BRN,2021,,64.13665479554521,9.090909090909092,,0.41666666666666663,107.9,,,,98.80402354661874,100.0,135.501254,
BRN,2022,,63.2804443604202,9.090909090909092,,0.41666666666666663,107.7,,,,99.61916990611832,100.0,117.7551548,
BRN,2023,,65.70699031536114,9.090909090909092,,0.41666666666666663,107.6,,,,,,,
BRN,2024,,,11.764705882352942,,0.41666666666666663,107.6,,,,,,,
KHM,1995,,,,,0.53125,104.8,,,,,,0.12912646,
KHM,1996,,82.85159221105073,,,0.53125,104.8,,,,,,0.206552816,
KHM,1997,,76.57401173817402,5.833333333333333,,0.53125,104.9,,,,,,0.293538009,
KHM,1998,,78.82830887448824,5.833333333333333,,0.625,104.9,,,,,18.67,0.525705675,
KHM,1999,,86.10206290685109,0.0,,0.625,104.9,,,,,8.82003688812256,0.748944912,
KHM,2000,,82.96470754365862,5.46448087431694,,0.625,105.0,605.58753,,24.8,23.951797791500752,16.6,1.077223474,
KHM,2001,,87.16640719688294,9.289617486338798,,0.625,105.0,573.95974,,,25.32443277302605,9.5,1.811108143,
KHM,2002,,,9.289617486338798,,0.625,104.9,496.61996,,,27.78828012329518,13.1,3.025049479,
KHM,2003,,78.9286932543203,9.289617486338798,,0.625,105.0,463.56888,,,30.267770289098422,19.3,3.897398361,
KHM,2004,,,10.869565217391305,,0.625,105.0,446.72474,,,32.70107821944198,14.2,6.618588238,
KHM,2005,,,10.869565217391305,,0.625,105.0,381.77871,,23.3,35.07015777023186,20.5,8.01716186,
KHM,2006,,,11.11111111111111,,0.625,105.1,349.59471,,,37.44619096796083,27.5,12.77398895,
KHM,2007,0.604,79.99054498031087,11.41304347826087,,0.625,105.1,327.08913,,,39.82956101022463,20.2,18.83599976,
KHM,2008,0.6257425742574257,78.20245305708634,17.934782608695652,,0.625,105.1,308.59886,,,42.23486858842735,26.4,30.3860731,
KHM,2009,0.6144578313253012,83.52561955542849,15.76086956521739,,0.625,105.1,276.63962,,,44.72335451523367,25.6,44.2788579,
KHM,2010,,87.21782262230806,19.02173913043478,,0.625,105.1,276.40026,,18.4,47.21468440186846,31.1,56.74623762,
KHM,2011,,87.75471051307126,19.02173913043478,,0.75,105.1,251.58864,,,49.70859273435294,37.4,94.39487785,0.037123411893844604
KHM,2012,,65.79003852989686,18.681318681318682,,0.75,105.1,246.36261,,,52.204810342963434,42.3,129.2052488,
KHM,2013,,81.83705521291246,18.47826086956522,,0.75,105.1,229.12243,,,54.70273217424659,50.9,135.0996151,
KHM,2014,0.6337719298245614,81.14565023050152,18.47826086956522,,0.75,105.1,227.59547,,18.5,57.20276659857826,56.1,134.4568277,0.10682498663663864
KHM,2015,0.5987394957983194,80.57222849297166,19.02173913043478,,0.75,105.1,209.1699,,,59.70429472263105,62.7,135.2392534,
KHM,2016,,83.12462800937826,19.02173913043478,,0.75,105.2,197.01701,,,62.207037593671004,68.8,127.4626128,
KHM,2017,,84.82368169478613,18.47826086956522,,0.75,105.2,203.75095,,,64.71042964338326,89.1,117.3225889,0.17237743735313416
KHM,2018,,,18.47826086956522,,0.75,105.2,209.22378,,,67.21585567459555,80.7,121.1658947,
KHM,2019,0.6587353424433854,80.08608953439942,19.25133689839572,,0.75,105.2,214.18641,,,69.7225869568349,84.0,132.1508925,
KHM,2020,,85.21195968882215,18.71657754010695,,0.75,105.2,217.98315,,,72.23042097370369,86.4,128.6026166,
KHM,2021,0.7053718595071979,82.53575357316006,19.78609625668449,,0.75,105.2,,,,74.71306958145917,82.5,119.9575768,0.31295499205589294
KHM,2022,,,19.25133689839572,,0.8125,105.2,,,17.9,77.14415666488412,92.3,116.3256071,
KHM,2023,,,19.25133689839572,,0.8125,105.2,,,,,,,
KHM,2024,,,14.438502673796792,,0.8125,105.3,,,,,,,
KOR,1995,0.7855871886120996,54.197896569880164,,,0.53125,113.2,,,,,100.0,3.615707017,
KOR,1996,,55.22818710287898,,,0.53125,111.5,,,,,100.0,6.966660745,
KOR,1997,,56.26451129828111,3.0100334448160537,,0.53125,108.9,,,,,100.0,14.96611806,
KOR,1998,,52.21192059018881,3.0100334448160537,,0.59375,110.0,,,,,100.0,30.31034269,
KOR,1999,,53.04272363087737,3.678929765886288,,0.59375,109.7,,,,,100.0,50.39230494,
KOR,2000,0.8267581475128646,55.85488980678881,3.678929765886288,,0.59375,110.0,15.5411,,,99.57138573751064,100.0,57.31396784,
KOR,2001,,56.51552702009421,5.86080586080586,,0.59375,109.3,15.48866,,,99.57138573751064,100.0,61.71406693,
KOR,2002,,57.16173561869168,5.86080586080586,,0.59375,109.7,16.55357,,,99.57138573751064,100.0,68.34749881,
KOR,2003,,56.013226868436526,5.86080586080586,,0.59375,108.8,13.26107,,,99.57138573751064,100.0,70.6603768,
KOR,2004,,57.36766745780903,5.86080586080586,,0.59375,108.2,12.77184,,,99.57138573751064,100.0,76.65647019,
KOR,2005,0.8484848484848484,57.597417506569045,13.043478260869565,,0.625,107.8,12.40634,4.0033361134278564,,99.57138573751064,100.0,80.06403189,
KOR,2006,,58.68274286296834,13.377926421404682,0.2,0.6875,107.4,11.1831,,,99.57138573751064,100.0,83.65798395,
KOR,2007,,59.181788394803824,13.377926421404682,,0.6875,106.4,10.09653,,,99.59841094981431,100.0,92.01288263,
KOR,2008,,59.36951859763838,14.381270903010034,0.2,0.6875,106.3,9.40624,,,99.61908096204311,100.0,94.23198088,
KOR,2009,0.8423271500843171,58.59709191509653,13.7123745819398,,0.6875,106.4,8.89975,,,99.63779183941446,100.0,98.67498817,
KOR,2010,0.871589085072231,58.870864940447674,14.715719063545151,0.5,0.6875,106.6,8.2382,2.921535893155259,,99.65650271678578,100.0,104.0034362,
KOR,2011,,59.46792413933497,14.715719063545151,,0.75,105.8,9.60359,,,99.67521359415716,100.0,106.7865025,0.9310781955718994
KOR,2012,,59.721021094739335,14.715719063545151,0.2,0.75,105.7,9.11878,,,99.69392447152856,100.0,108.0393019,
KOR,2013,,60.320316578090655,15.666666666666666,,0.75,105.4,6.94965,,,99.71263534889985,100.0,109.1472515,
KOR,2014,,61.37483472678445,15.666666666666666,0.2,0.75,105.3,6.42773,,,99.73134622627126,100.0,113.3160079,0.933800220489502
KOR,2015,0.8879377431906615,61.83775900787315,16.333333333333332,,0.75,105.3,6.20388,,,99.75005710364265,100.0,115.5716703,
KOR,2016,,62.132383527999075,16.333333333333332,0.2,0.75,105.2,6.0841,,,99.76876798101401,100.0,119.46123,
KOR,2017,,62.8451994708971,17.0,,0.75,106.1,6.18498,,,99.78747885838534,100.0,123.581176,0.9468531012535095
KOR,2018,,62.923539043371065,17.0,,0.75,105.5,6.41181,5.381526104417671,,99.8061897357567,100.0,128.4051056,
KOR,2019,,63.633635921571766,17.114093959731544,,0.75,105.6,6.36005,,,99.82490061312811,100.0,132.9873505,
KOR,2020,,62.41880318955083,17.28813559322034,,0.75,105.7,8.11562,,,99.8436114904994,100.0,136.0094467,
KOR,2021,,62.92368578625384,19.0,,0.75,105.7,,,,99.86232236787079,100.0,140.5658819,0.9868262410163879
KOR,2022,,65.19813143585863,18.64406779661017,,0.875,105.8,,,,99.87724411087298,100.0,148.5880603,
KOR,2023,,66.77891141484054,19.06354515050167,,0.875,105.8,,,,,,,
KOR,2024,,67.81005768919725,19.19191919191919,,0.875,105.9,,,,,,,
PRK,1995,,,,,,106.0,,,,,,0.0,
PRK,1996,,,,,,106.0,,,,,,0.0,
PRK,1997,,,20.087336244541486,,,106.0,,,,,,0.0,
PRK,1998,,,20.087336244541486,,,106.0,,,,,,0.0,
PRK,1999,,,20.087336244541486,,,106.0,,,,,,0.0,
PRK,2000,,,20.087336244541486,,,106.0,185.61623,,,83.15090593191901,,0.0,
PRK,2001,,,20.087336244541486,,,106.0,172.25064,,,83.15077406106874,,0.0,
PRK,2002,,,20.087336244541486,,,106.0,188.3007,,,83.15064461366137,,0.0,
PRK,2003,,,20.087336244541486,,,106.0,123.076,,,83.15748119883702,,0.0,
PRK,2004,,,0.0,,,106.0,130.5773,,,83.1439904386183,,0.0,
PRK,2005,,,20.087336244541486,,,106.0,121.89171,,,83.0275253346928,,0.0,
PRK,2006,,,20.087336244541486,,,106.0,130.63713,,,82.91144844337624,,0.0,
PRK,2007,,,20.087336244541486,,,106.0,137.70084,,,83.24856624299105,,0.0,
PRK,2008,,,20.087336244541486,,,106.0,139.22049,,,83.58845733002588,,0.0,
PRK,2009,,,20.087336244541486,,,106.0,131.3917,,,83.93921152819404,26.0,0.281760571,
PRK,2010,,,15.574963609898107,,,106.0,130.23243,,,84.29639556229397,29.3,1.749620794,
PRK,2011,,,15.574963609898107,,,106.0,120.12187,,,84.65706883287781,31.4,4.034895552,
PRK,2012,,,15.574963609898107,,,106.0,108.16764,,,85.02157403148917,33.6,6.830664218,
PRK,2013,,,15.574963609898107,,,106.0,95.89834,,,85.38969351114531,35.7,9.679295734,
PRK,2014,,,15.574963609898107,,,106.0,84.63795,,,85.76154219381961,37.8,11.14377697,
PRK,2015,,,16.302765647743815,,,106.0,108.36785,,,86.13700383084284,40.0,12.82761135,
PRK,2016,,,16.302765647743815,,,106.0,108.75697,,,86.51826090663332,42.1,14.20265951,
PRK,2017,,,16.302765647743815,,,106.0,107.64795,,0.1,86.90524504836333,44.2,14.93161965,
PRK,2018,,,16.302765647743815,,,106.0,107.16103,,,87.29829176467507,46.3,,
PRK,2019,,,16.302765647743815,,,106.0,106.15474,,,87.65687510395391,48.4,16.51301564,
PRK,2020,,,17.612809315866084,,,106.0,106.70048,,,87.69433134130085,50.5,23.19515861,
PRK,2021,,,17.612809315866084,,,106.0,,,,87.73390427703231,52.6,23.10188288,
PRK,2022,,,17.612809315866084,,,106.0,,,,87.7754516589601,54.7,,
PRK,2023,,,17.612809315866084,,,106.0,,,,,,,
PRK,2024,,,17.612809315866084,,,106.0,,,,,,,
IND,1995,,,,,0.5,108.9,,,,,51.4087753295898,0.007952054,
IND,1996,,,,,0.5625,109.0,,,,,53.0035209655762,0.033354344,
IND,1997,,,7.341772151898734,,0.5625,109.2,,,,,54.5948638916016,0.08797845,
IND,1998,,,7.341772151898734,,0.5625,109.3,,,,,56.1821327209473,0.11703148,
IND,1999,,,8.256880733944953,,0.5625,109.3,,,50.0,,60.1,0.181096675,
IND,2000,,35.28553132841263,8.91218872870249,,0.5625,109.5,384.44766,,,35.79761991724588,60.3,0.337578456,
IND,2001,,,6.4136125654450264,,0.5625,109.3,371.27457,,,37.7661423767607,62.0,0.606133118,
IND,2002,,,8.9171974522293,,0.5625,109.1,329.44485,,,39.86262067309406,62.3,1.183633404,
IND,2003,,,9.299363057324841,,0.5625,109.3,315.37613,,,41.97084012366142,65.4,3.014994095,
IND,2004,,,9.299363057324841,40.6,0.5625,109.4,301.25328,,,44.09094393231132,64.4,4.595760598,
IND,2005,,42.33160745064119,9.299363057324841,,0.5625,109.4,285.73058,,,46.222127533027354,68.8,7.806770983,
IND,2006,,,9.299363057324841,,0.5625,109.3,248.16779,25.19954389965792,44.5,48.364549501502395,67.9,14.16357152,
IND,2007,,,9.021601016518424,,0.5625,109.3,233.98418,,,50.5183101888634,72.3,19.63701843,
IND,2008,,,9.311224489795919,,0.5625,109.4,220.52027,,,52.68320368403372,74.1,28.74616679,
IND,2009,,,9.183673469387756,33.5,0.5625,109.5,207.09815,,,54.85852054758749,75.0,42.91212541,
IND,2010,,33.618340959373725,10.282776349614396,,0.5625,109.6,178.68157,,,57.04435914418356,76.3,60.63048058,
