Income,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion
High income,2016,0.9971007322377862,67.63059906726076,23.294900676051096,0.5631818181818182,0.8003472222222222,105.47540983606558,14.68919298245614,3.503488035715993,9.56577540106952,97.37878497807067,99.61475409836065,130.23082667770493,0.8563783189807184
High income,2017,0.9987293268995604,68.15248582102357,23.77983104483887,0.51,0.802951388888889,105.5,14.586881228070176,3.522145083800673,9.615508021390374,97.46439110637313,99.69016393442624,129.0329164695082,0.8625727628286068
High income,2018,1.0012068481479102,68.88107564184469,24.000082470282372,0.43863636363636366,0.8065972222222223,105.43934426229508,14.576750175438598,3.527728473632928,9.66524064171123,97.53026977230806,99.71803278688525,128.5215868145082,0.8725859133096842
High income,2019,1.0023188982624462,69.56874674423892,25.36292369781143,0.41590909090909095,0.810763888888889,105.42295081967214,14.620578421052631,3.4946678339124704,9.714973262032085,97.60805212221256,99.74426229508197,129.75752645180327,0.8825990637907615
High income,2020,1.0022316993099363,68.7769400366342,26.998877776311037,0.3670454545454545,0.8253472222222222,105.43114754098362,14.957398771929824,3.4674274187760967,9.764705882352942,97.66599066178824,99.79016393442623,128.63546170196722,0.8926122142718389
High income,2021,1.0036656770142358,69.61563275523805,27.833922671946265,0.3488636363636364,0.8368055555555556,105.42950819672132,14.957398771929824,3.468244759520285,9.764705882352942,97.7219361454691,99.80327868852459,131.28773723803278,0.9026253647529162
High income,2022,1.0051364627224741,71.24881918544138,28.076086005708994,0.3431818181818182,0.8425347222222223,105.43770491803278,14.957398771929824,3.4690621002644737,9.764705882352942,97.75777576635636,99.80327868852459,133.98821667672132,0.9026253647529162
High income,2023,1.0051585837917925,71.96023045600316,28.87220687294688,0.34545454545454546,0.8421875,105.44262295081967,14.957398771929824,3.4690621002644737,9.764705882352942,97.75777576635636,99.80327868852459,133.98821667672132,0.9026253647529162
High income,2024,1.0051585837917925,72.35641358759187,28.982483300823002,0.34545454545454546,0.8458333333333333,105.44754098360656,14.957398771929824,3.4690621002644737,9.764705882352942,97.75777576635636,99.80327868852459,133.98821667672132,0.9026253647529162
Low income,1995,0.5656308729039917,61.237429598162606,9.378403104612062,53.04898491569075,0.395,103.72,854.1363895999999,17.45585468592859,44.696000000000005,28.613168960868524,12.737010790824893,0.62641470372,0.1087049047017227
Low income,1996,0.5656308729039917,61.237429598162606,9.378403104612062,53.04898491569075,0.3975,103.736,854.1363895999999,17.45585468592859,44.66019047619047,28.613168960868524,12.887512722969056,0.63561250416,0.1087049047017227
Low income,1997,0.5656308729039917,61.237429598162606,9.378403104612062,53.04898491569075,0.3975,103.73200000000001,854.1363895999999,17.45585468592859,44.58838095238095,28.613168960868524,12.91939530658722,0.64788540628,0.1087049047017227
Low income,1998,0.5656308729039917,61.237429598162606,9.068939533404402,53.04898491569075,0.41,103.744,854.1363895999999,17.45585468592859,44.46494047619048,28.613168960868524,13.401032752990725,0.66689810048,0.1087049047017227
Low income,1999,0.566003601722166,61.237429598162606,8.815193806889067,53.04898491569075,0.415,103.744,854.1363895999999,17.45585468592859,44.30925,28.613168960868524,13.793132581710818,0.7026188362799999,0.1087049047017227
Low income,2000,0.5663763305403403,61.39969631728261,7.71808793549019,53.04898491569075,0.415,103.73200000000001,854.1363895999999,17.45585468592859,44.04955952380952,28.613168960868524,14.352,0.85845605496,0.1087049047017227
Low income,2001,0.5667490593585146,61.561963036402624,10.644420074604774,52.96985448090815,0.42625,103.71600000000001,820.6896016000001,17.45585468592859,43.761069047619046,28.99622090521591,15.088,1.25234922068,0.1087049047017227
Low income,2002,0.5671217881766889,61.770155174036674,11.359131354127307,52.86028926351684,0.4329166666666666,103.7,800.2855308,17.45585468592859,43.526511904761904,29.474297260607937,15.788,1.7286698283600002,0.1087049047017227
Low income,2003,0.5700166101102269,61.978347311670724,11.744730810385072,52.626992162067566,0.4429166666666666,103.676,766.594384,17.45585468592859,43.30159761904761,29.97733896750611,17.088,2.6824588834000003,0.1087049047017227
Low income,2004,0.5729114320437648,62.18653944930477,13.541193737800633,52.035258207616224,0.44916666666666666,103.648,729.910772,17.45585468592859,43.185635714285716,30.4949612689951,18.168,4.13991198403,0.1087049047017227
Low income,2005,0.5761093273351239,62.39473158693882,14.742878071177863,51.293886572005455,0.44916666666666666,103.64399999999999,706.3061192,17.45585468592859,43.11670930735931,31.154890444945703,18.108,5.868254057300001,0.1087049047017227
Low income,2006,0.5793072226264828,62.3112006511113,16.387758051610902,50.60135551610483,0.46083333333333326,103.632,678.060282,17.45585468592859,42.82264956709957,31.819059305764007,20.108,8.90258446697,0.1087049047017227
Low income,2007,0.5756107641975116,62.12090264114093,16.544626399487893,49.861992162067565,0.46583333333333327,103.62799999999999,660.703104,17.45585468592859,42.59783268398269,32.4333119189996,21.34,14.175741677040001,0.1087049047017227
Low income,2008,0.5743738316141324,61.93060463117056,16.757775818844586,48.815864438534696,0.4795833333333333,103.63600000000001,641.2528448,17.543356807144946,42.34939675324676,33.127436747338145,21.248,20.68937308684,0.1087049047017227
Low income,2009,0.5656616143130443,61.41731856906985,16.518402318714163,47.808532701623896,0.49208333333333326,103.632,622.318096,17.630858928361306,42.028960822510825,33.82102225514586,22.631999999999998,25.79327666872,0.1087049047017227
Low income,2010,0.5550273261938133,61.23455784777958,17.18688180310609,46.82361217668952,0.5020833333333333,103.648,606.6000372,17.718361049577663,41.43999155844156,34.51857644492044,24.076,31.980632195240002,0.1087049047017227
Low income,2011,0.5450954329414819,62.011624533779084,17.586823396430074,45.425498069974616,0.5058333333333332,103.648,586.0087444,17.805863170794023,40.85036991341991,35.21699931605576,25.54,37.56790388444,0.1087049047017227
Low income,2012,0.5473028942735443,59.14762196121589,18.390277416339245,44.35018052654711,0.5145833333333333,103.63600000000001,564.155472,17.893365292010383,40.5210816017316,35.92706448237786,27.631999999999998,42.965638146319996,0.11310968637142492
Low income,2013,0.5543620256670235,60.95795214863582,19.236171316119037,43.612906461380476,0.5183333333333333,103.632,552.9849912,17.935629794162317,40.17979329004329,36.64242057457853,28.676,49.7408835276,0.11751446804112714
Low income,2014,0.5621473734729937,61.828947037367044,20.01479944994965,42.953686226441576,0.5225,103.63600000000001,542.3005916,17.977894296314254,39.804974025974026,37.36267043223858,30.888,55.8881724924,0.12191924971082936
Low income,2015,0.5708594811347725,59.73827619807033,19.519803722929527,42.71023203705134,0.525,103.632,528.0932884,18.020158798466188,39.42019047619047,38.09085700811688,31.092000000000002,59.4347049792,0.1308864147969238
Low income,2016,0.5658782718483126,57.44346852512306,20.157754328086515,42.33996625345821,0.5275,103.62799999999999,509.7024936,18.06242330061812,38.806019047619046,38.829048336351214,34.168,57.6508562892,0.13985357988301828
Low income,2017,0.5711900624859847,54.41595852830076,20.709847806757956,41.61080078124925,0.54,103.62799999999999,497.16671239999994,18.10468780277005,38.25064761904762,39.52789531530892,35.808,59.1682281832,0.1488207449691127
Low income,2018,0.5810938115878809,55.45707141217101,20.652101557157053,40.881635309040306,0.5495833333333333,103.62799999999999,486.77689480000004,18.14695230492199,37.66327619047619,40.23105137707618,37.46,59.80411444159999,0.15337379196577744
Low income,2019,0.5895631392928231,57.561241206175865,20.799064536500506,41.19838080991624,0.5733333333333333,103.632,474.6166336,18.189216807073922,37.205104761904764,40.938487367789484,38.332,60.5568369756,0.1579268389624422
Low income,2020,0.5968444275934168,57.97791774343973,19.21026259455526,41.37686544122696,0.58125,103.624,469.6416,18.231481309225856,36.86526666666666,41.610154775702675,39.532,63.096291816800004,0.16247988595910695
Low income,2021,0.597860214035376,57.75250398836679,19.96969220617946,41.49094013464947,0.59,103.62799999999999,469.6416,18.231481309225856,36.684400000000004,42.287388266661765,40.924,65.78048515680001,0.16703293295577168
Low income,2022,0.5788976438296383,57.608514614125326,21.093292535922416,41.564769566087605,0.595,103.632,469.6416,18.231481309225856,36.6222,42.83739766573864,41.38399999999999,67.5272347768,0.16906678255485452
Low income,2023,0.5788976438296383,56.538247843092456,20.265093842248383,41.564769566087605,0.6,103.62799999999999,469.6416,18.231481309225856,36.56,42.83739766573864,41.38399999999999,67.5272347768,0.16906678255485452
Low income,2024,0.5788976438296383,57.19397461698104,19.462608223647436,41.564769566087605,0.62875,103.624,469.6416,18.231481309225856,36.56,42.83739766573864,41.38399999999999,67.5272347768,0.16906678255485452
Lower middle income,1995,0.7741663096286034,51.58188096060579,6.222453969309863,29.31291741883,0.474468954248366,104.83333333333333,366.48929215686275,12.830952341782613,27.026,51.05517698554867,46.42195126254273,0.14816131707843136,0.19207470713271982
Lower middle income,1996,0.7741663096286034,51.58188096060579,6.222453969309863,29.31291741883,0.48611111111111105,104.81960784313726,366.48929215686275,12.830952341782613,26.998,51.05517698554867,47.211585272342454,0.22704860601960786,0.19207470713271982
Lower middle income,1997,0.7736687677768983,51.45879114741212,6.222453969309863,29.31291741883,0.4904003267973856,104.81764705882352,366.48929215686275,12.830952341782613,26.939021153846152,51.05517698554867,47.471006488174744,0.3919625718333333,0.19207470713271982
Lower middle income,1998,0.7731712259251932,51.50299305204573,6.195720790721861,29.31291741883,0.4959150326797385,104.82941176470588,366.48929215686275,12.830952341782613,26.833292307692307,51.05517698554867,48.574999969150916,0.5943285445882353,0.19207470713271982
Lower middle income,1999,0.772662145464403,51.645615680131286,6.446317332834077,29.31291741883,0.5008169934640523,104.8313725490196,366.48929215686275,12.830952341782613,26.67916346153846,51.05517698554867,49.13696945492067,0.947220104764706,0.19207470713271982
Lower middle income,2000,0.7722236336940866,51.71331352116496,7.487074437320261,29.31291741883,0.5032679738562091,104.86666666666666,366.48929215686275,12.830952341782613,26.498986996337,51.05517698554867,49.79019607843138,1.7666707246666666,0.19207470713271982
Lower middle income,2001,0.7719473265243081,51.90652105842842,7.202430328996404,28.925787011111357,0.5093954248366013,104.88039215686274,359.0719149019608,12.830952341782613,26.39181053113553,51.82535775440622,50.55098039215686,3.035239868882353,0.19207470713271982
Lower middle income,2002,0.7720525884603694,52.02714463928229,8.384327306793748,28.552055296203175,0.5126633986928104,104.80980392156863,344.7447762745098,12.830952341782613,26.31317345987346,52.68003116360662,51.760784313725495,4.306186117333333,0.19207470713271982
Lower middle income,2003,0.7726468469239829,52.18082839214983,8.797272973110962,27.92665691462832,0.514501633986928,104.73333333333332,336.2515835294118,12.830952341782613,26.24233638861139,53.579669549149855,53.19803921568627,5.995807257960784,0.19207470713271982
Lower middle income,2004,0.773067801560504,52.36534767382352,10.187037539884356,26.434287328072212,0.520016339869281,104.80980392156863,323.8505388235294,12.830952341782613,26.135165984015984,54.48784669065103,54.45490196078431,8.916717795392158,0.19207470713271982
Lower middle income,2005,0.7736733240074822,52.58272726702524,10.653190391038434,25.795447153280804,0.5328839869281046,104.77450980392157,313.4203701960784,12.830952341782613,26.068576531801533,55.41458696755184,55.872549019607845,13.073716591490195,0.19207470713271982
Lower middle income,2006,0.7765579411836298,53.08794402156138,11.839645106793666,24.684510806687342,0.5463643790849673,104.8313725490196,305.24569529411764,12.830952341782613,25.829851365301366,56.34053665294903,57.78823529411764,20.13587177987255,0.19207470713271982
Lower middle income,2007,0.7783236177206309,53.49608375687848,12.049340563689048,23.58087812451814,0.5533088235294118,104.86666666666666,300.97144235294115,12.724116193019396,25.44090715118215,57.28317139799434,58.254901960784316,28.73702506117647,0.19207470713271982
Lower middle income,2008,0.7799118951059109,53.29365501166749,13.517879931201144,22.371820605747626,0.5625,104.87254901960785,301.1728254901961,12.603141354282275,25.029253413253414,58.223580803401966,60.47450980392156,39.340301270784316,0.19207470713271982
Lower middle income,2009,0.7813465796147935,53.106377414813394,14.42188192311068,21.220299334522174,0.5735294117647058,104.85686274509804,299.57394470588235,12.482166515545153,24.67646634199134,59.167385796635955,60.80980392156863,50.24808419082353,0.19207470713271982
Lower middle income,2010,0.7847099915021336,53.06581344743688,14.912958115754465,20.220361757919047,0.5753676470588235,104.87058823529411,287.9071864705882,12.361191676808032,24.266512604062605,60.110728564061645,62.680392156862744,60.064987479980395,0.19207470713271982
Lower middle income,2011,0.7886374121765887,52.747758723967685,15.466991675227518,19.331257321071764,0.5796568627450981,104.89411764705883,276.96211411764705,12.240216838070909,23.81432553280053,61.05504567899848,64.8156862745098,68.49346678143137,0.19207470713271982
Lower middle income,2012,0.7945598310930666,51.67144863185814,15.907788298603187,18.701202584249206,0.5814950980392157,104.88823529411765,265.30327098039214,12.11647066300966,23.376443223443225,62.00242134290087,65.84117647058824,74.73760879335293,0.205520349011782
Lower middle income,2013,0.7992933322769336,51.374504258759934,16.392024179352724,18.202768653771933,0.5902777777777777,104.91960784313724,253.83733294117647,12.141099990941958,23.04896398046398,62.95463295836364,67.19215686274511,78.68677483509803,0.2189659908908442
Lower middle income,2014,0.8023839644999496,50.81409612076,17.256848561742096,17.560315115451523,0.6060049019607843,104.89803921568628,244.5689580392157,11.928069403462384,22.794784737484736,63.907073686832774,68.72745098039215,83.69889341441176,0.2324116327699064
Lower middle income,2015,0.8036367245018631,50.698177338333636,17.898290183605255,17.085424602341195,0.6102941176470589,104.90980392156862,233.7022762745098,11.736648732279486,22.507010256410258,64.8783410267649,70.44901960784314,87.29453532431371,0.25178459669701203
Lower middle income,2016,0.8086510261855279,51.47765374853541,17.95780844237311,16.38572083059408,0.61968954248366,104.90392156862745,225.52370450980393,11.545228061096589,22.287569108669107,65.83856765642966,72.69215686274511,88.21523549705883,0.2711575606241177
Lower middle income,2017,0.8114971725251662,51.187750857287334,18.82944277935218,15.589789234383845,0.6272467320261438,104.89999999999999,218.39694274509804,11.35380738991369,22.036661294261293,66.72518360814249,74.37647058823529,89.62413845588235,0.2905305245512234
Lower middle income,2018,0.8205550207809462,51.09365007452562,18.001622345546718,14.948283408481734,0.6364379084967321,104.94313725490197,215.2363719607843,11.162386718730792,21.759853479853483,67.60432790878858,75.85098039215687,90.53333173215687,0.2958234280452648
Lower middle income,2019,0.8211806003633088,51.1574594556161,19.04053827779733,14.793985799199607,0.642361111111111,104.8686274509804,209.20562666666666,11.195485683394532,21.447659951159952,68.44400447300589,77.34509803921569,93.09984256509804,0.3011163315393063
Lower middle income,2020,0.8239535826820598,50.70457528809313,19.367637107259494,14.725734779493477,0.6517565359477124,104.87450980392157,202.27541274509807,11.241969919512693,21.190623565323566,69.17705001553277,78.50392156862745,93.92261510411765,0.3064092350333477
Lower middle income,2021,0.82522939683708,51.09526289988361,20.003444766212947,14.500228857826565,0.6591094771241831,104.86274509803921,202.27541274509807,11.283788529625705,20.93358717948718,69.8078964853419,79.67058823529412,95.7129162917647,0.3117021385273892
Lower middle income,2022,0.8257642848158611,51.53193156442555,20.408152928544542,14.399933020193266,0.664624183006536,104.83529411764707,202.27541274509807,11.302829962607921,20.791999999999998,70.29635480368108,80.53725490196078,96.42326627078432,0.31359288344780606
Lower middle income,2023,0.8256477024077369,52.08138820357877,20.77835119957959,14.399933020193266,0.6725898692810458,104.82156862745097,202.27541274509807,11.312490818448964,20.791999999999998,70.29635480368108,80.53725490196078,96.42326627078432,0.31359288344780606
Lower middle income,2024,0.8256477024077369,52.086067272207586,21.79683379569852,14.399933020193266,0.6762663398692811,104.80588235294118,202.27541274509807,11.312490818448964,20.791999999999998,70.29635480368108,80.53725490196078,96.42326627078432,0.31359288344780606
Upper middle income,1995,0.9201932052515134,51.24923239139034,8.763127182209296,10.595744680851064,0.54625,105.84528301886793,98.06868098039216,7.769666701285849,17.22391304347826,80.98613340542795,86.01144287448227,2.876831212075472,0.40077709250671917
Upper middle income,1996,0.9202241214620597,51.227280584020384,8.763127182209296,10.595744680851064,0.551875,105.94339622641509,98.06868098039216,7.769666701285849,17.16,80.98613340542795,86.74376775114979,3.142340137509434,0.40077709250671917
Upper middle income,1997,0.9207507491455974,51.25800202042743,8.763127182209296,10.595744680851064,0.5608333333333334,106.02075471698114,98.06868098039216,7.769666701285849,17.039565217391306,80.98613340542795,87.41736923084467,3.6508232896792454,0.40077709250671917
Upper middle income,1998,0.9212773768291349,51.30496082039914,8.62442856665844,10.595744680851064,0.5658333333333334,106.10377358490567,98.06868098039216,7.769666701285849,16.899565217391306,80.98613340542795,87.67248048981337,4.328057026018868,0.40077709250671917
Upper middle income,1999,0.9218040045126724,51.32736174274925,9.403454367731277,10.595744680851064,0.5695833333333333,106.14905660377357,98.06868098039216,7.769666701285849,16.73437198067633,80.98613340542795,88.12992082277972,5.878361514943397,0.40077709250671917
Upper middle income,2000,0.9225733523128362,51.40084311494395,10.200558922749837,10.595744680851064,0.5820833333333334,106.17547169811321,98.06868098039216,7.769666701285849,16.719993961352657,80.98613340542795,88.21698113207547,8.719569533433962,0.40077709250671917
Upper middle income,2001,0.9234809830011727,51.571522202365585,10.162877538257163,10.13581560283688,0.5964583333333333,106.17924528301887,94.43761039215686,7.769666701285849,16.672385311103845,81.4410608931205,88.97924528301886,12.02270540009434,0.40077709250671917
Upper middle income,2002,0.924925532642765,51.24753243510968,12.34865879372084,9.036879432624113,0.5983333333333334,106.21132075471698,91.00909862745098,7.769666701285849,16.624776660855037,81.93426436627573,89.36603773584905,15.855974411622642,0.40077709250671917
Upper middle income,2003,0.9262907720819046,51.09494374145015,11.227510040489973,8.155136778115502,0.606875,106.19622641509433,88.0593150980392,7.769666701285849,16.496298445388835,82.43727291353834,89.7,22.449472816830188,0.40077709250671917
Upper middle income,2004,0.9282284987478593,51.11328598929649,12.74057735795744,7.537223910840932,0.618125,106.18679245283018,86.28071431372548,7.769666701285849,16.3762984907922,82.94998390972358,90.08490566037736,28.60246527743396,0.40077709250671917
Upper middle income,2005,0.9293830030933982,51.25895253603094,13.034729894510114,7.0931712259371835,0.625625,106.17735849056604,84.2401194117647,7.769666701285849,16.256298536195562,83.51733836082956,90.60754716981131,38.99210673471698,0.40077709250671917
Upper middle income,2006,0.930595335696927,51.39520943756177,14.340217320538224,6.1601114488348525,0.6329166666666667,106.16981132075472,82.10394098039215,7.766061783492916,16.13592591079147,84.08026196380047,91.21698113207547,51.40039047632495,0.40077709250671917
Upper middle income,2007,0.9365686696463432,51.780367827814715,15.592414957642484,5.6399949341438695,0.6429166666666667,106.14528301886791,80.64598176470588,7.721269496037296,16.009248937561296,84.6530608801692,91.50377358490566,66.2051461002914,0.40077709250671917
Upper middle income,2008,0.9406445296357503,52.195889044021634,16.502798939786548,5.256332320162107,0.6472916666666667,106.11320754716981,79.2287468627451,7.674092816182541,15.863275898078529,85.21984104296227,92.02452830188679,78.6110886866824,0.40077709250671917
Upper middle income,2009,0.943650734641713,52.2033748214944,15.981605806667117,4.934300911854103,0.6560416666666667,106.09433962264151,77.60683568627451,7.626916136327785,15.772085467291417,85.78118677488384,92.41698113207548,87.344816909413,0.40077709250671917
Upper middle income,2010,0.9489759621962582,52.275522206368024,17.04445440541569,4.571185410334347,0.6691666666666667,106.0622641509434,73.96165019607842,7.580069913792066,15.672893828774836,86.33700505707188,93.23207547169811,94.96101275809643,0.40077709250671917
Upper middle income,2011,0.9526613377746149,52.89107066856393,16.718076318050006,4.210729483282675,0.6810416666666668,106.02830188679245,71.9182931372549,7.533223691256347,15.528557262722023,86.87374224145333,93.26037735849057,102.73315797151572,0.40077709250671917
Upper middle income,2012,0.9552887212409771,53.52339616272373,17.145487098588006,3.847082066869301,0.6891666666666667,105.97358490566039,68.67690235294117,7.527030981114529,15.424220696669208,87.39698795477945,93.9245283018868,106.85800850497273,0.4357209876468477
Upper middle income,2013,0.9589979948029539,53.53393430869621,18.64101372708656,3.4037892603850053,0.6916666666666668,105.9509433962264,65.48136549019608,7.683143425291685,15.34317950673786,87.9101194046427,94.16603773584906,112.37855205220336,0.4706648827869763
Upper middle income,2014,0.961404670673871,53.69901127760344,19.60291780604792,3.190709219858156,0.6979166666666667,105.90943396226415,65.6410494117647,7.7424290582063255,15.2580078820239,88.40270780325412,94.4566037735849,112.21082730867924,0.5056087779271048
Upper middle income,2015,0.9620230726574368,53.77895696972606,19.66203910083555,2.9935866261398174,0.7035416666666667,105.86981132075472,65.61183294117647,7.793632545671696,15.17283625730994,88.87082153417914,94.94528301886793,113.10222856962264,0.5233108706170011
Upper middle income,2016,0.9629707746218318,53.7440406260727,20.21038729620597,2.934407294832827,0.7072916666666668,105.82075471698113,61.85489490196078,7.844836033137065,15.102501589117722,89.30184335986995,95.08301886792452,114.4847521595283,0.5410129633068972
Upper middle income,2017,0.9642144844874414,54.023925352501195,21.141281548675174,2.8591185410334345,0.7135416666666667,105.76981132075473,61.32696039215687,7.896039520602435,15.04424421561149,89.71964289588566,95.53018867924528,115.43960763245283,0.5587150559967935
Upper middle income,2018,0.9636464492645294,54.844256779981876,21.40101273277034,2.728723404255319,0.7179166666666668,105.76603773584907,62.53185882352941,8.004240334540395,14.993649885583524,90.120647358599,95.68867924528301,114.26294863679246,0.5726386081934767
Upper middle income,2019,0.9652196152532829,55.54688174043094,22.757314566893662,2.624290780141844,0.7191666666666667,105.71132075471698,62.53411568627451,7.98527023308995,14.937741545893719,90.46714074165611,96.00943396226415,114.6586154418868,0.58656216039016
Upper middle income,2020,0.9711797949299998,53.56801986138043,23.686212177635664,2.7826241134751775,0.7254166666666667,105.61698113207547,68.67752764705882,7.966300131639506,14.903381642512077,90.7675686867508,96.40566037735849,112.8631070316981,0.6004857125868434
Upper middle income,2021,0.9708881897271212,54.850104370767994,24.120379959483625,2.646276595744681,0.7341666666666667,105.55283018867925,68.67752764705882,7.950707912850551,14.882608695652175,91.00633145295414,96.5320754716981,117.63948417509434,0.6144092647835265
Upper middle income,2022,0.970979358905054,56.22720773638549,24.48566248602608,2.521276595744681,0.743125,105.51886792452831,68.67752764705882,7.939787055903106,14.882608695652175,91.20112852300788,96.72075471698113,119.78684971660377,0.6149815456118695
Upper middle income,2023,0.9714561309316209,57.310622494015995,24.578724031853135,2.5085106382978726,0.75125,105.49056603773585,68.67752764705882,7.939787055903106,14.882608695652175,91.20112852300788,96.72075471698113,119.78684971660377,0.6149815456118695
Upper middle income,2024,0.9714561309316209,57.5981578372036,25.361446472385172,2.5085106382978726,0.755,105.44339622641509,68.67752764705882,7.939787055903106,14.882608695652175,91.20112852300788,96.72075471698113,119.78684971660377,0.6149815456118695
