,ISO Code,Year,Education,Employment,Parliamentary Representation,Poverty,Legal Protection Index,Son Bias,Maternal Mortality,Attitudes Towards Violence,Child Marriage,Access Water Sanitation,Access Electricity,Cell Phone Use,Financial Inclusion,Education (source),Employment (source),Parliamentary Representation (source),Poverty (source),Legal Protection Index (source),Son Bias (source),Maternal Mortality (source),Attitudes Towards Violence (source),Child Marriage (source),Access Water Sanitation (source),Access Electricity (source),Cell Phone Use (source),Financial Inclusion (source),Subregion,Region,Income,Education (score),Employment (score),Parliamentary Representation (score),Poverty (score),Legal Protection Index (score),Son Bias (score),Maternal Mortality (score),Attitudes Towards Violence (score),Child Marriage (score),Access Water Sanitation (score),Access Electricity (score),Cell Phone Use (score),Financial Inclusion (score),Equity,Protection,Resources,WSI (Baseline),included_index,Economy,Conflict Population,Disaster Deaths,Disaster Affected,Conflict Population (score),Disaster Deaths (score),Disaster Affected (score),Shocks,WSI
10,AFG,2005,0.2179861412244731,48.24035202815238,25.925925925925927,4.226653060887359,0.1979166666666666,106.3,1102.80976,7.485015354535181,34.8,30.23956107419302,28.7,4.915778177,0.0261623002588748,TSI,TSI,TSI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.1444444444444444,0.6571428571428571,0.3463411801050252,0.8282495884353063,0.5456919060052219,0.2414286968660498,0.28125,0.0153893985230656,0.0183689082645857,0.3596300257412676,0.5943563829221026,0.1391092509134253,0.3098034827584321,True,Afghanistan,84.49941877010937,0.0023897843010038,0.1727352863181704,0.8449941877010937,0.0083411546517538,0.0029096769768716,0.2881835474085225,0.16571170905417087
11,AFG,2006,0.2179861412244731,48.24035202815238,25.925925925925927,4.226653060887359,0.1979166666666666,106.3,1044.40033,7.485015354535181,34.8,32.03136775730402,33.5,9.905952707,0.0261623002588748,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.1444444444444444,0.6571428571428571,0.3809956935132046,0.8282495884353063,0.5456919060052219,0.2609127074528698,0.3296370967741935,0.0310117032277682,0.0183689082645857,0.3596300257412676,0.6030200112741475,0.1599826039298543,0.3261520730432681,True,Afghanistan,97.58735208668838,0.00153059533868,1.3309568236284173,0.9758735208668838,0.0053422948773329,0.0224195907475936,0.3036374101047717,0.17433336799088225
12,AFG,2007,0.2179861412244731,48.24035202815238,25.925925925925927,4.226653060887359,0.1979166666666666,106.3,1023.49547,6.655805502994708,34.8,33.97018990604027,38.4,18.02123984,0.0261623002588748,TSI,TSI,ORI,,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.4524238664143306,0.2474747474747475,0.9538070703728158,0.1444444444444444,0.6571428571428571,0.3933986180266967,0.8478083849739901,0.5456919060052219,0.2819953563948584,0.3790322580645161,0.0564175257287056,0.0183689082645857,0.3596300257412676,0.6110104415371915,0.1839535121131664,0.3431923142702188,True,Afghanistan,100.0,0.0011432729587363,0.1168571735357029,1.0,0.0039904089059343,0.0019684259925492,0.3141981439474571,0.18609324229649024
13,AFG,2008,0.2179861412244731,48.24035202815238,25.87209302325581,4.860358276774148,0.2291666666666666,106.3,962.32152,5.826595651454236,34.8,35.92499296903622,42.4,29.88931593,0.0261623002588748,TSI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.4524238664143306,0.24696088794926,0.9468813303084792,0.1777777777777777,0.6571428571428571,0.4296933305501075,0.867367181512674,0.5456919060052219,0.3032517809486682,0.4193548387096774,0.0935718777101735,0.0183689082645857,0.3648087724899695,0.6249738188027152,0.2086368514082762,0.362331456027475,True,Afghanistan,100.0,0.005144793939047,0.6625137046666135,1.0,0.0179570691291977,0.011159855721544,0.3238117542817205,0.20042557888661477
14,AFG,2009,0.2179861412244731,40.39482834626853,25.87209302325581,5.4940634926609375,0.2291666666666666,106.2,913.03576,4.997385799913762,34.8,37.895843359179615,48.3,38.34172829,0.0261623002588748,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.3694244316805898,0.24696088794926,0.9399555902441428,0.1777777777777777,0.6628571428571426,0.458934739527259,0.8869259780513579,0.5456919060052219,0.324682703284509,0.4788306451612903,0.1200331087921482,0.0183689082645857,0.3468237375303541,0.6386024416102454,0.2354788413756333,0.3736202668993434,True,Afghanistan,100.0,0.0003735743146575,0.2435889469346933,1.0,0.0013039005784632,0.0041031868231646,0.3275864014546613,0.20982706617201277
15,AFG,2010,0.2179861412244731,32.549304664384685,25.925925925925927,6.127768708547727,0.2291666666666666,106.1,898.66925,4.168175948373289,34.8,39.88280517640973,42.7,36.23965543,0.0261623002588748,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.2864249969468491,0.2474747474747475,0.9330298501798062,0.1777777777777777,0.6685714285714288,0.4674584387556839,0.9064847745900418,0.5456919060052219,0.3462888204217115,0.4223790322580645,0.1134523324018672,0.0183689082645857,0.3289414744758361,0.6470516369805941,0.2251222733365572,0.3632107385849171,True,Afghanistan,100.0,0.0012546565232585,0.1656146610701338,1.0,0.0043791751795068,0.0027897320612336,0.3302985906631898,0.1980614432533222
16,AFG,2011,0.2179861412244731,24.70378098250084,27.635327635327634,6.761473924434516,0.2291666666666666,105.9,883.71393,3.3389660968328165,34.8,41.88614762305103,43.2,47.17359546,0.0261623002588748,TSI,TSI,ORI,,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,ORI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.2034255622131083,0.2637917637917638,0.9261041101154698,0.1777777777777777,0.6799999999999995,0.4763314809590339,0.9260435711287256,0.5456919060052219,0.3680730596520364,0.4274193548387097,0.1476822659933093,0.0183689082645857,0.3142198427796239,0.6570167395232451,0.2403858971871603,0.3674850498025223,True,Afghanistan,100.0,0.0002894800575444,0.0446950233425557,1.0,0.0010103832080419,0.0007528750099214,0.3315060891330114,0.2017320052360166
17,AFG,2012,0.2179861412244731,16.85825730061699,27.635327635327634,10.347119143550582,0.2291666666666666,105.8,833.47718,2.5097562452923423,34.8,43.90573661248899,69.1,50.35079702,0.0301496187845865,TSI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.1204261274793676,0.2637917637917638,0.8869167306715784,0.1777777777777777,0.6857142857142857,0.5061371155365044,0.9456023676674096,0.5456919060052219,0.3900339629247677,0.688508064516129,0.1576288541497313,0.0223881363541654,0.2897824799440975,0.6707864187308554,0.3146397544861983,0.3939943495126737,True,Afghanistan,100.0,0.0012656828092296,0.1379960643926121,1.0,0.0044176606430194,0.002324504622191,0.332864300007031,0.2275621995091582
18,AFG,2013,0.2179861412244731,19.828221154602204,27.635327635327634,13.93276436266665,0.2291666666666666,105.7,820.68535,2.791592385862713,34.8,45.94163782073936,68.0,53.28634042,0.0341369373102982,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.151845995808823,0.2637917637917638,0.8477293512276869,0.1777777777777777,0.6914285714285711,0.5137265517670951,0.9389546225635338,0.5456919060052219,0.4121722443974083,0.6774193548387097,0.1668189041555932,0.0264073644437451,0.2882289777212103,0.6724504129411055,0.320704466958864,0.3961268724178302,True,Afghanistan,100.0,0.0004984444032539,0.0695506809908225,1.0,0.0017397393777737,0.0011715615235209,0.3333441223270534,0.22945481125430348
19,AFG,2014,0.2179861412244731,22.79818500858742,27.635327635327634,17.518409581782716,0.2291666666666666,105.6,785.35402,3.073428526433083,34.8,47.99392197487637,89.5,56.26314295,0.0381242558360099,TSI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,ORI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.1832658641382785,0.2637917637917638,0.8085419717837954,0.1777777777777777,0.6971428571428573,0.5346887499808733,0.932306877459658,0.5456919060052219,0.4344886731524021,0.8941532258064516,0.1761381205256447,0.0304265925333248,0.286675475498323,0.6774575976471526,0.3838016530044558,0.4208491942722657,True,Afghanistan,100.0,0.0017885659931082,0.4418691167843387,1.0,0.0062426996223536,0.0074431601284395,0.3348611770792349,0.25341860573264824
20,AFG,2015,0.2179861412244731,22.15998515661301,27.635327635327634,21.104054800898783,0.2291666666666666,105.6,775.69274,3.3552646670034534,34.8,50.06286444559796,71.5,58.39109599,0.0475438684225082,ORI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,ORI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0,0.1765142145213961,0.2637917637917638,0.769354592339904,0.1777777777777777,0.6971428571428573,0.5404208202527485,0.925659132355782,0.5456919060052219,0.4569862435560748,0.7127016129032259,0.1827999177410175,0.0399215880438364,0.2774876696861683,0.6772286789391524,0.3481023405610386,0.4029291225716747,True,Afghanistan,100.0,0.0013338762149713,0.3871291592338957,1.0,0.0046556786697017,0.0065210810466584,0.3355937580213077,0.23513224356102083
21,AFG,2016,0.294890411804708,21.521785304638605,27.444794952681388,24.68970002001485,0.2291666666666666,105.5,749.8157,3.637100807573824,34.037499999999994,52.14832698995505,97.7,62.37109623,0.0569634810090065,TSI,TSI,ORI,,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0634854920982049,0.1697625649045137,0.2619730427301405,0.7301672128960126,0.1777777777777777,0.7028571428571426,0.5557737560654075,0.9190113872519065,0.5556462140992168,0.4796634523619496,0.9768145161290324,0.195259757792758,0.049416583554348,0.2806332180813299,0.6833221250684183,0.425288577459522,0.4336600603458405,True,Afghanistan,100.0,0.0002454192712152,0.0,1.0,0.0008565961768461,0.0,0.3349354604782992,0.26619233010669086
22,AFG,2017,0.3717946823849429,20.8835854526642,28.391167192429023,24.68970002001485,0.2291666666666666,105.4,681.80756,3.918936948144194,33.275,54.25293020801672,97.7,67.13641492,0.0663830935955047,TSI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,ORI,Southern Asia,South & East Asia & Pacific,Low income,0.1269709841964098,0.1630109152876313,0.2710065959277316,0.7301672128960126,0.1777777777777777,0.7085714285714281,0.596123216751727,0.9123636421480305,0.5656005221932114,0.5025487958358186,0.9768145161290324,0.210178125906467,0.0589115790648596,0.2937866972171126,0.6956647024160991,0.4371132542340443,0.447035511074223,True,Afghanistan,99.5988567178842,0.0006425185270643,0.03195534621329,0.995988567178842,0.0022426067484874,0.0005382787567417,0.3342646906170963,0.27990316576567487
23,AFG,2018,0.4486989529651778,18.845365571731215,27.444794952681388,24.68970002001485,0.2291666666666666,105.3,663.4275,4.2007730887145645,32.5125,56.37725725797001,93.4,59.90264778,0.0615304624661803,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.1904564762946147,0.1414481611822369,0.2619730427301405,0.7301672128960126,0.1777777777777777,0.7142857142857143,0.6070281688410237,0.9057158970441546,0.5755548302872062,0.5256486152087959,0.933467741935484,0.1875320012580079,0.0540201134802614,0.3003645341761565,0.7006461526145247,0.4251671179706373,0.4472692289700699,True,Afghanistan,97.71518524174616,0.0003121220526494,0.0110485682353773,0.9771518524174616,0.001089411421055,0.0001861100028089,0.3315572797271003,0.2814905891065197
24,AFG,2019,0.5256032235454127,16.80714569079824,26.498422712933756,24.68970002001485,0.2291666666666666,105.3,644.27255,4.256323009800563,31.75,58.5212645213054,97.7,59.78387904,0.0566778313368558,TSI,TSI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.2539419683928196,0.1198854070768426,0.2529394895325494,0.7301672128960126,0.1777777777777777,0.7142857142857143,0.6183928658019083,0.904405626064809,0.585509138381201,0.548962436175529,0.9768145161290324,0.1871601823096888,0.0491286478956632,0.3069423711352004,0.705648336133408,0.4405164456274783,0.4569504373404843,True,Afghanistan,95.92740433698005,0.0005659523293256,0.3512176772822872,0.9592740433698004,0.0019753648488034,0.0059161623038401,0.328501027653894,0.2926999235135373
25,AFG,2020,0.6025074941256475,14.768925809865264,27.21518987341772,24.68970002001485,0.2291666666666666,105.2,620.40751,4.311872930886562,30.9875,60.59317490929243,97.7,58.1902139,0.0518252002075314,TSI,ORI,ORI,TSI,ORI,ORI,ORI,AVG_REG,TSI,ORI,ORI,ORI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.3174274604910245,0.0983226529714483,0.2597813578826237,0.7301672128960126,0.1777777777777777,0.7199999999999998,0.6325520751738665,0.9030953550854632,0.5954634464751958,0.5714922795537172,0.9768145161290324,0.1821710336807845,0.044237182311065,0.3166952924037774,0.7127777191836313,0.4436787529186497,0.4643956235209637,True,Afghanistan,92.756754293341,0.0008535009803551,0.1348349399361695,0.92756754293341,0.0029790067955401,0.0022712563759989,0.3226471080031459,0.30307206951939075
26,AFG,2021,0.6794117647058824,25.04890412595526,27.21518987341772,24.68970002001485,0.2291666666666666,105.2,620.40751,4.367422851972561,30.225,62.67877101539828,97.7,56.55443457,0.046972569078207,ORI,ORI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,ORI,ORI,ORI,ORI,Southern Asia,South & East Asia & Pacific,Low income,0.3809129525892293,0.20707669207795,0.2597813578826237,0.7301672128960126,0.1777777777777777,0.7199999999999998,0.6325520751738665,0.9017850841061176,0.6054177545691906,0.5941709407029454,0.9768145161290324,0.1770500418258334,0.0393457167264668,0.3511431986447187,0.7149387284622937,0.4468453038460694,0.4822846366202202,True,Afghanistan,89.44094969154159,0.0009972799441362,0.0882265360679891,0.8944094969154159,0.0034808439580251,0.0014861510130206,0.3150287933228153,0.32477023995881255
27,AFG,2022,0.3000787172160685,25.04890412595526,27.21518987341772,24.68970002001485,0.2291666666666666,105.2,620.40751,4.42297277305856,29.4625,64.60567313182995,85.3,56.55443457,0.046972569078207,ORI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,ORI,ORI,TSI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0677685068087124,0.20707669207795,0.2597813578826237,0.7301672128960126,0.1777777777777777,0.7199999999999998,0.6325520751738665,0.900474813126772,0.6153720626631853,0.6151239718475416,0.8518145161290323,0.1770500418258334,0.0393457167264668,0.2885143094886153,0.7170997377409558,0.4208335616322185,0.4432197417751318,True,Afghanistan,55.99778411918661,0.0033132457160601,1.5769907965727687,0.5599778411918661,0.0115643470020745,0.0265639633414238,0.2764754346080285,0.30498202447111755
28,AFG,2023,0.3000787172160685,25.04890412595526,0.0,24.68970002001485,0.125,105.1,620.40751,4.478522694144559,28.7,64.60567313182995,85.3,56.55443457,0.046972569078207,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,ORI,TSI,TSI,TSI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0677685068087124,0.20707669207795,0.0,0.7301672128960126,0.0666666666666666,0.7257142857142859,0.6325520751738665,0.8991645421474264,0.6253263707571801,0.6151239718475416,0.8518145161290323,0.1770500418258334,0.0393457167264668,0.2143358156898683,0.7206893184481897,0.4208335616322185,0.4020848721117322,True,Afghanistan,46.58707899941344,0.0065777772731334,1.7136333341392411,0.4658707899941343,0.0229586651301337,0.0288656681875671,0.241838636773334,0.28116555372506524
29,AFG,2024,0.3000787172160685,25.04890412595526,0.0,24.68970002001485,0.125,105.1,620.40751,4.478522694144559,28.7,64.60567313182995,85.3,56.55443457,0.046972569078207,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_REG,TSI,TSI,TSI,TSI,TSI,Southern Asia,South & East Asia & Pacific,Low income,0.0677685068087124,0.20707669207795,0.0,0.7301672128960126,0.0666666666666666,0.7257142857142859,0.6325520751738665,0.8991645421474264,0.6253263707571801,0.6151239718475416,0.8518145161290323,0.1770500418258334,0.0393457167264668,0.2143358156898683,0.7206893184481897,0.4208335616322185,0.4020848721117322,True,Afghanistan,0.0,0.0049504625831655,1.6674812212778958,0.0,0.0172787870380433,0.0280882489173707,0.1662665396217131,0.31895160230087566
30,AGO,1995,0.6323232323232323,67.47305748996665,9.545454545454543,21.4,0.53125,103.1,859.92091,18.350702179172337,30.3,32.04116353086099,24.2,0.01433269,0.3892834484577179,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_AFR,TSI,TSI,TSI,ORI,TSI,Central Africa,Sub-Saharan Africa,Lower middle income,0.3420407465603601,0.655890677102462,0.0911157024793388,0.766120218579235,0.5,0.8400000000000002,0.4904479606201275,0.5719577010905941,0.6044386422976501,0.2610192261736052,0.2358870967741935,4.487010405586847e-05,0.3843960288344739,0.4710334689442791,0.626711076002093,0.2203368054715821,0.4021629535950324,True,Angola,,,,,,,,
31,AGO,1996,0.6323232323232323,67.47305748996665,9.545454545454543,21.4,0.53125,103.1,859.92091,18.350702179172337,30.3,32.04116353086099,24.2,0.02292929,0.3892834484577179,TSI,TSI,TSI,TSI,ORI,ORI,TSI,AVG_AFR,TSI,TSI,TSI,ORI,TSI,Central Africa,Sub-Saharan Africa,Lower middle income,0.3420407465603601,0.655890677102462,0.0911157024793388,0.766120218579235,0.5,0.8400000000000002,0.4904479606201275,0.5719577010905941,0.6044386422976501,0.2610192261736052,0.2358870967741935,7.178273082214046e-05,0.3843960288344739,0.4710334689442791,0.626711076002093,0.2203435336282737,0.4021670470068141,True,Angola,,,,,,,,
32,AGO,1997,0.6323232323232323,67.47305748996665,9.545454545454543,21.4,0.53125,103.0,859.92091,18.350702179172337,30.3,32.04116353086099,24.2,0.04742069,0.3892834484577179,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_AFR,TSI,TSI,TSI,ORI,TSI,Central Africa,Sub-Saharan Africa,Lower middle income,0.3420407465603601,0.655890677102462,0.0911157024793388,0.766120218579235,0.5,0.8457142857142855,0.4904479606201275,0.5719577010905941,0.6044386422976501,0.2610192261736052,0.2358870967741935,0.0001484558233451,0.3843960288344739,0.4710334689442791,0.6281396474306643,0.2203627019014044,0.402484061899084,True,Angola,,,,,,,,
33,AGO,1998,0.6323232323232323,67.47305748996665,9.545454545454543,21.4,0.53125,103.0,859.92091,18.350702179172337,30.3,32.04116353086099,24.2,0.063903735,0.3892834484577179,TSI,TSI,ORI,TSI,ORI,ORI,TSI,AVG_AFR,TSI,TSI,TSI,ORI,TSI,Central Africa,Sub-Saharan Africa,Lower middle income,0.3420407465603601,0.655890677102462,0.0911157024793388,0.766120218579235,0.5,0.8457142857142855,0.4904479606201275,0.5719577010905941,0.6044386422976501,0.2610192261736052,0.2358870967741935,0.0002000578564811,0.3843960288344739,0.4710334689442791,0.6281396474306643,0.2203756024096884,0.4024919158411097,True,Angola,,,,,,,,
